dataset,dataset_label,subject,n_classes,experiment_key,experiment,val_accuracy,val_Brier,val_ECE,val_NLL,heldout_accuracy,heldout_Brier,heldout_ECE,heldout_NLL,chance_accuracy,chance_Brier,selection_split,eval_labels_used_for_selection,selected_method,mean_heldout_confidence,confidence_source_method,confidence_minus_accuracy,baseline_accuracy,baseline_Brier,baseline_ECE,baseline_NLL,delta_accuracy_vs_baseline,delta_Brier_vs_baseline,delta_ECE_vs_baseline,delta_NLL_vs_baseline,validation_Brier_rank,heldout_Brier_rank,heldout_minus_validation_Brier_rank
BNCI2014_001,BNCI2014_001,4,4,augmentation,best_light_augmentation,0.7291666666666666,0.4598432019859726,0.2576146805777096,0.808665894973939,0.6736111111111112,0.448055951942155,0.080038781405371,0.8095640151179806,0.25,0.75,external_validation,False,,0.684470472292649,augmentation,0.010859361181537852,0.6736111111111112,0.448055951942155,0.080038781405371,0.8095640151179806,0.0,0.0,0.0,0.0,3.0,4.0,1.0
BNCI2014_001,BNCI2014_001,5,4,baseline,baseline_ce_cropped_shallow_convnet,0.375,0.7224531095657832,0.1526234848531868,1.322926412287786,0.3819444444444444,0.6967971917129899,0.0868435252505211,1.276354302334385,0.25,0.75,external_validation,False,,0.36851618795239416,baseline,-0.013428256492050261,0.3819444444444444,0.6967971917129899,0.0868435252505211,1.276354302334385,0.0,0.0,0.0,0.0,5.0,4.0,-1.0
BNCI2014_001,BNCI2014_001,5,4,seed_ensemble,seed_ensemble,0.3958333333333333,0.6910704067311441,0.1792900997166853,1.2686730905367132,0.3784722222222222,0.6844119542160693,0.0720430302865081,1.2551107493300586,0.25,0.75,external_validation,False,,0.4149473643991992,seed_ensemble,0.036475142176977005,0.3819444444444444,0.6967971917129899,0.0868435252505211,1.276354302334385,-0.00347222222222221,-0.012385237496920665,-0.014800494964012992,-0.021243553004326454,3.0,3.0,0.0
BNCI2014_001,BNCI2014_001,5,4,teacher_student_mixture,teacher_student_probability_mixing,0.375,0.720011385768785,0.1517390291320891,1.3224700444576971,0.4201388888888889,0.6969446767849908,0.1000674801671848,1.2791948024516788,0.25,0.75,external_validation,False,,0.3293464374423527,teacher_student_mixture,-0.0907924514465362,0.3819444444444444,0.6967971917129899,0.0868435252505211,1.276354302334385,0.038194444444444475,0.000147485072000908,0.0132239549166637,0.002840500117293754,4.0,5.0,1.0
BNCI2014_001,BNCI2014_001,5,4,augmentation,best_light_augmentation,0.4791666666666667,0.6773955239925019,0.2022120499141194,1.2419154618848676,0.4201388888888889,0.6786258272099587,0.0767927598803967,1.2445771702415018,0.25,0.75,external_validation,False,,0.4181091809631862,augmentation,-0.002029707925702673,0.3819444444444444,0.6967971917129899,0.0868435252505211,1.276354302334385,0.038194444444444475,-0.01817136450303125,-0.010050765370124393,-0.03177713209288324,1.0,1.0,0.0
BNCI2014_001,BNCI2014_001,6,4,baseline,baseline_ce_cropped_shallow_convnet,0.5625,0.6339109347734531,0.1957398638324152,1.1703958647684225,0.5,0.6191650645014087,0.0937385688403907,1.138544201672521,0.25,0.75,external_validation,False,,0.46430596214347414,baseline,-0.03569403785652586,0.5,0.6191650645014087,0.0937385688403907,1.138544201672521,0.0,0.0,0.0,0.0,4.0,4.0,0.0
BNCI2014_001,BNCI2014_001,6,4,seed_ensemble,seed_ensemble,0.5416666666666666,0.5917290154363971,0.1821494958583488,1.083325331713306,0.5381944444444444,0.578352182054894,0.0872104357132872,1.065626695711588,0.25,0.75,external_validation,False,,0.5274220683934824,seed_ensemble,-0.01077237605096204,0.5,0.6191650645014087,0.0937385688403907,1.138544201672521,0.03819444444444442,-0.04081288244651471,-0.0065281331271035,-0.07291750596093283,1.0,1.0,0.0
BNCI2014_001,BNCI2014_001,6,4,teacher_student_mixture,teacher_student_probability_mixing,0.5833333333333334,0.6293526089845397,0.2296675265798876,1.1556303272973334,0.5104166666666666,0.6245625025792181,0.1292006880847883,1.1489154580988348,0.25,0.75,external_validation,False,,0.42789025278952153,teacher_student_mixture,-0.0825264138771451,0.5,0.6191650645014087,0.0937385688403907,1.138544201672521,0.01041666666666663,0.005397438077809347,0.0354621192443976,0.010371256426313868,3.0,5.0,2.0
BNCI2014_001,BNCI2014_001,6,4,augmentation,best_light_augmentation,0.5625,0.638721031969372,0.2733778622610887,1.1725602466138791,0.5277777777777778,0.6037697221409364,0.1088773799015294,1.116514564495182,0.25,0.75,external_validation,False,,0.4648236057101525,augmentation,-0.06295417206762527,0.5,0.6191650645014087,0.0937385688403907,1.138544201672521,0.02777777777777779,-0.015395342360472353,0.015138811061138707,-0.022029637177338968,5.0,3.0,-2.0
BNCI2014_001,BNCI2014_001,7,4,baseline,baseline_ce_cropped_shallow_convnet,0.625,0.4033076411024845,0.2156206290802202,0.5986238359821948,0.8055555555555556,0.2887059934926252,0.0914203031935196,0.4898047402104328,0.25,0.75,external_validation,False,,0.7471464228746589,baseline,-0.05840913268089665,0.8055555555555556,0.2887059934926252,0.0914203031935196,0.4898047402104328,0.0,0.0,0.0,0.0,3.0,1.0,-2.0
