fm,reference,metric,n,mean_left,mean_right,delta,wins,p_raw,p_floor,p_bh
labram_frozen_p4,eegconformer_narrowband_tuned,Brier,9,0.4818440678216109,0.27250922129061456,0.2093348465309963,1,0.01171875,0.00390625,0.027859669811320754
cbramod_frozen_p2,shallow_convnet_broadband_tuned,Brier,9,0.44761170312628373,0.25255367835577136,0.1950580247705124,1,0.01953125,0.00390625,0.04206730769230769
labram_frozen_p2,atcnet_narrowband_tuned,Brier,9,0.492960444083143,0.26898096025464435,0.22397948382849867,2,0.01953125,0.00390625,0.04206730769230769
cbramod_frozen_p2,baseline,Brier,9,0.44761170312628373,0.27735861568361453,0.1702530874426692,1,0.02734375,0.00390625,0.05029653284671533
cbramod_frozen_p2,seed_ensemble,Brier,9,0.44761170312628373,0.27857532431469606,0.16903637881158773,1,0.02734375,0.00390625,0.05029653284671533
cbramod_frozen_p2,shallow_convnet_broadband,Brier,9,0.44761170312628373,0.2503182060524931,0.19729349707379065,1,0.02734375,0.00390625,0.05029653284671533
cbramod_frozen_p2,shallow_convnet_narrowband_tuned,Brier,9,0.44761170312628373,0.2835705096305494,0.16404119349573434,1,0.02734375,0.00390625,0.05029653284671533
cbramod_frozen_p4,baseline,Brier,9,0.4457190594509923,0.27735861568361453,0.1683604437673778,1,0.02734375,0.00390625,0.05029653284671533
cbramod_frozen_p4,eegconformer_narrowband_tuned,Brier,9,0.4457190594509923,0.27250922129061456,0.17320983816037772,1,0.02734375,0.00390625,0.05029653284671533
cbramod_frozen_p4,seed_ensemble,Brier,9,0.4457190594509923,0.27857532431469606,0.16714373513629627,1,0.02734375,0.00390625,0.05029653284671533
cbramod_frozen_p4,shallow_convnet_narrowband_tuned,Brier,9,0.4457190594509923,0.2835705096305494,0.16214854982044288,1,0.02734375,0.00390625,0.05029653284671533
cbramod_frozen_p2,atcnet_narrowband_tuned,Brier,9,0.44761170312628373,0.26898096025464435,0.17863074287163938,2,0.0390625,0.00390625,0.060391104294478526
cbramod_frozen_p2,eegconformer_narrowband_tuned,Brier,9,0.44761170312628373,0.27250922129061456,0.17510248183566918,1,0.0390625,0.00390625,0.060391104294478526
cbramod_frozen_p4,atcnet_narrowband_tuned,Brier,9,0.4457190594509923,0.26898096025464435,0.17673809919634792,2,0.0390625,0.00390625,0.060391104294478526
cbramod_finetune_sel,atcnet_broadband_tuned,Brier,9,0.26958704251537835,0.22804953026123986,0.04153751225413849,2,0.12890625,0.00390625,0.17097039473684209
cbramod_finetune_sel,eegconformer_broadband_tuned,Brier,9,0.26958704251537835,0.2879461797698704,-0.018359137254492057,5,0.49609375,0.00390625,0.5734661697247706
cbramod_finetune_sel,shallow_convnet_narrowband_tuned,Brier,9,0.26958704251537835,0.2835705096305494,-0.013983467115171047,4,0.8203125,0.00390625,0.8649320083682009
cbramod_finetune_sel,shallow_convnet_broadband,Brier,9,0.26958704251537835,0.2503182060524931,0.019268836462885283,3,0.91015625,0.00390625,0.9438657407407407
cbramod_finetune_sel,shallow_convnet_broadband_tuned,Brier,9,0.26958704251537835,0.25255367835577136,0.01703336415960702,3,0.91015625,0.00390625,0.9438657407407407
cbramod_finetune_sel,atcnet_narrowband_tuned,Brier,9,0.26958704251537835,0.26898096025464435,0.0006060822607339792,4,1.0,0.00390625,1.0
cbramod_finetune_sel,baseline,Brier,9,0.26958704251537835,0.27735861568361453,-0.007771573168236139,4,1.0,0.00390625,1.0
cbramod_finetune_sel,eegconformer_narrowband_tuned,Brier,9,0.26958704251537835,0.27250922129061456,-0.002922178775236194,3,1.0,0.00390625,1.0
cbramod_finetune_sel,seed_ensemble,Brier,9,0.26958704251537835,0.27857532431469606,-0.008988281799317667,4,1.0,0.00390625,1.0
cbramod_frozen_p4,seed_ensemble,ECE,9,0.10649387625933501,0.062077459469292245,0.044416416790042774,2,0.01953125,0.00390625,0.04206730769230769
labram_frozen_p2,seed_ensemble,ECE,9,0.09223368120480993,0.062077459469292245,0.03015622173551767,1,0.01953125,0.00390625,0.04206730769230769
cbramod_frozen_p2,atcnet_broadband_tuned,ECE,9,0.09975804312426574,0.0745345200220473,0.025223523102218426,2,0.0390625,0.00390625,0.060391104294478526
